Variable,Importance
seg_fluvial_EspeciesExtincion_Herpetofauna,0.0
Componente_Principal_1195,0.0
Lotes_Cat_Tipo_uso_85,0.0
Economia_Rendimiento_Higo,0.0
Lotes_Cat_Tipo_uso_49,0.0
Economia_Rendimiento_Zapote,0.0
Componente_Principal_565,0.0
Justicia_acuerdo_asuntos_familiares,0.0
Seguridad_Extorsion_,0.0
Lotes_Cat_Tipo_uso_33,0.0
Economia_Rendimiento_Malanga,0.0
Componente_Principal_1490,0.0
Justicia_acuerdo_derecho_propiedad_intelectual,0.0
Finanzas_valor_proyectos_sin_contratar,0.0
Educacion_Reprobación_Transición.6,0.0
Componente_Principal_596,0.0
Economia_Rendimiento_Achiote,0.0
Economia_Rendimiento_Palmito,0.0
Economia_Rendimiento_Col,0.0
IPS_Indigena,0.0
